location,year,category,rank,query,query_en
Romania,2012,Movies,5,Prometheus,Prometheus
Romania,2012,People,1,Whitney Houston,Whitney Houston
Romania,2012,People,2,Adrian Nastase,Adrian Nastase
Romania,2012,People,3,Lucian Bute,Lucian Bute
Romania,2012,People,4,Cristian Gog,Cristian Gog
Romania,2012,People,5,Traian Basescu,Traian Basescu
Romania,2012,Searches,1,Creative Monkeyz,Creative Monkeyz
Romania,2012,Searches,2,Rezultate Bacalaureat,Baccalaureate results
Romania,2012,Searches,3,Mercador,Merchant
Romania,2012,Searches,4,Filme Online,Movie Online
Romania,2012,Searches,5,9GAG,9GAG
Romania,2012,Songs,1,Corina a ta,Your Corina
Romania,2012,Songs,2,Vara nu dorm,I don't sleep in the summer
Romania,2012,Songs,3,Dalinda,Dalinda
Romania,2012,Songs,4,Gangnam Style,Gangnam Style
Romania,2012,Songs,5,Mandinga Zaleilah,Mandinga Zaleilah
Russia,2012,Еда,1,Ласточкино гнездо,Swallow's Nest
Russia,2012,Еда,2,Кексы,Cupcakes
Russia,2012,Еда,3,Малосольные Огурчики,Lightly salted cucumbers
Russia,2012,Еда,4,Баклажан,Eggplant
Russia,2012,Еда,5,Тыква,Pumpkin
Russia,2012,Как...,1,Как стать добрее,How to become kinder
Russia,2012,Как...,2,Как солить рыжики,How to pickle saffron milk caps
Russia,2012,Как...,3,Как взломать мыло,How to hack soap
Russia,2012,Как...,4,Как рисовать розы,How to draw roses
Russia,2012,Как...,5,Как достать клеща,How to get a tick
Russia,2012,Люди,1,Марина Голуб,Marina Golub
Russia,2012,Люди,2,Уитни Хьюстон,Whitney Houston
Russia,2012,Люди,3,Бурановские Бабушки,Buranovskie Babushki
Russia,2012,Люди,4,Pussy Riot,Pussy Riot
Russia,2012,Люди,5,Наркоман Павлик,Pavlyk is a drug addict
Russia,2012,Олимпийцы,1,Мансур Исаев,Mansur Isaev
Russia,2012,Олимпийцы,2,Арсен Галстян,Arsen Galstyan
Russia,2012,Олимпийцы,3,Дарья Дмитриева,Daria Dmitrieva
Russia,2012,Олимпийцы,4,Тагир Хайбулаев,Tagir Khaibulaev
Russia,2012,Олимпийцы,5,Иван Ухов,Ivan Ukhov
Russia,2012,Песни,1,PSY - Gangnam Style,PSY - Gangnam Style
Russia,2012,Песни,2,Бурановские Бабушки - Party For Everybody,Buranovskie Babushki - Party For Everybody
Russia,2012,Песни,3,Нюша - Воспоминание,Nyusha - Memory
Russia,2012,Песни,4,Michel Telo - Nosa-Nosa,Michel Telo - Nosa-Nosa
Russia,2012,Песни,5,Adele - Skyfall,Adele - Skyfall
Russia,2012,Покупки,1,iPhone 5,iPhone 5
Russia,2012,Покупки,2,Diablo 3,Diablo 3
Russia,2012,Покупки,3,Windows 8,Windows 8
Russia,2012,Покупки,4,Nexus 7,Nexus 7
Russia,2012,Покупки,5,Ёлка,Christmas tree
Russia,2012,Популярные запросы,1,Ютюб,YouTube
Russia,2012,Популярные запросы,2,Смотреть фильмы онлайн,Watch movies online
Russia,2012,Популярные запросы,3,Олимпиада 2012,Olympics 2012
Russia,2012,Популярные запросы,4,Одноклассники социальная сеть,Odnoklassniki social network
Russia,2012,Популярные запросы,5,Вконтакте моя страница,VKontakte my page
Russia,2012,Почему...?,1,Почему Обама кактус,Why Obama cactus
Russia,2012,Почему...?,2,Почему лагает Minecraft,Why does Minecraft lag?
Russia,2012,Почему...?,3,Почему коты урчат,Why do cats purr?
Russia,2012,Почему...?,4,Почему я одинок,Why am I lonely
Russia,2012,Почему...?,5,Почему появляются прыщи,Why do acne appear?
Russia,2012,Путешествия,1,Крым,Crimea
Russia,2012,Путешествия,2,Париж,Paris
Russia,2012,Путешествия,3,Вьетнам,Vietnam
Russia,2012,Путешествия,4,Ибица,Ibiza
Russia,2012,Путешествия,5,Марокко,Morocco
Russia,2012,События,1,Олимпиада 2012,Olympics 2012
Russia,2012,События,2,Евро 2012,Euro 2012
Russia,2012,События,3,Евровидение 2012,Eurovision 2012
Russia,2012,События,4,Выборы 2012,Elections 2012
Russia,2012,События,5,Крымск,Krymsk
Russia,2012,ТВ-программы,1,Вечерний Ургант,Evening Urgant
Russia,2012,ТВ-программы,2,Кровинушка Сериал,Krovinushka Series
Russia,2012,ТВ-программы,3,Животный смех,belly laugh
Russia,2012,ТВ-программы,4,Говорим и показываем с Леонидом Закошанским,We talk and show with Leonid Zakoshansky
Russia,2012,ТВ-программы,5,Висяки,Vysyaks
Russia,2012,Фильмы,1,Время,Time
Russia,2012,Фильмы,2,Самый страшный фильм,Scariest movie
Russia,2012,Фильмы,3,Прометей Фильм,Prometheus Movie
Russia,2012,Фильмы,4,Мадагаскар 3,Madagascar 3
Russia,2012,Фильмы,5,Мстители,Avengers
Russia,2012,Что такое...?,1,Что такое бро,What is bro
Russia,2012,Что такое...?,2,Что такое Холокост,What is the Holocaust
Russia,2012,Что такое...?,3,Что такое судьба,What is fate
Russia,2012,Что такое...?,4,Что такое мейнстрим,What is mainstream
Russia,2012,Что такое...?,5,Что такое кулеврина,What is culverina
Saudi Arabia,2012,Fashion Labels,1,Vero Moda,True Fashion
Saudi Arabia,2012,Fashion Labels,2,Isabel Marant,Isabel Marant
Saudi Arabia,2012,Fashion Labels,3,Alexander Wang,Alexander Wang
Saudi Arabia,2012,Fashion Labels,4,Jean Paul Gaultier,Jean Paul Gaultier
Saudi Arabia,2012,Fashion Labels,5,Ted Baker,Ted Baker
Saudi Arabia,2012,Food & Drinks,1,محشي كرنب,Stuffed cabbage
Saudi Arabia,2012,Food & Drinks,2,صينية البطاطس بالبشاميل,Potato tray with bechamel
Saudi Arabia,2012,Food & Drinks,3,شاورما الفراخ,Chicken shawarma
Saudi Arabia,2012,Food & Drinks,4,الحمص بالطحينة,Hummus with tahini
Saudi Arabia,2012,Food & Drinks,5,لازانيا باللحم المفروم,Lasagna with minced meat
Saudi Arabia,2012,Image Searches,1,ورد,rose
Saudi Arabia,2012,Image Searches,2,حلا الترك,Hala Al-Turk
Saudi Arabia,2012,Image Searches,3,فساتين 2012,Dresses 2012
Saudi Arabia,2012,Image Searches,4,سيارات,Cars
Saudi Arabia,2012,Image Searches,5,تسريحات 2012,Hairstyles 2012
Saudi Arabia,2012,People,1,فيليكس بومجارتنر,Felix Baumgartner
Saudi Arabia,2012,People,2,شما حمدان,You are Hamdan
Saudi Arabia,2012,People,3,بلقيس أحمد فتحي,Balqis Ahmed Fathi
Saudi Arabia,2012,People,4,كارمن سليمان,Carmen Suleiman
Saudi Arabia,2012,People,5,محمد طاهر,Mohammad Tahir
Saudi Arabia,2012,Searches,1,نتائج الطلاب,Student results
Saudi Arabia,2012,Searches,2,التأمينات,Insurances
Saudi Arabia,2012,Searches,3,عرب ايدول,Arab Idol
Saudi Arabia,2012,Searches,4,مسلسلات رمضان ٢٠١٢,Ramadan series 2012
Saudi Arabia,2012,Searches,5,محمد مرسي,Mohamed Morsi
Saudi Arabia,2012,Travel Destinations,1,الرياض,Riyadh
Saudi Arabia,2012,Travel Destinations,2,جدة,grandmother
Saudi Arabia,2012,Travel Destinations,3,الهند,India
Saudi Arabia,2012,Travel Destinations,4,دبي,Dubai
Saudi Arabia,2012,Travel Destinations,5,مدريد,Madrid
Senegal,2012,How to...,1,Comment remplir enveloppe,How to fill envelope
Senegal,2012,How to...,2,Comment maigrir,How to lose weight
Senegal,2012,How to...,3,Comment faire,How to do it
Senegal,2012,How to...,4,Comment se maquiller,How to put on makeup
Senegal,2012,How to...,5,Comment devenir intelligent,How to become smart
Senegal,2012,Image Searches,1,Dakar,Dakar
Senegal,2012,Image Searches,2,Messi,Messi
Senegal,2012,Image Searches,3,Rihanna,Rihanna
Senegal,2012,Image Searches,4,Ronaldo,Ronaldo
Senegal,2012,Image Searches,5,Balla Gaye,Ball Gaye
Senegal,2012,People,1,Macky Sall,Macky Sall
Senegal,2012,People,2,Cheikh Yerim Seck,Cheikh Yerim Seck
Senegal,2012,People,3,Aida Samb,Aida Cont
Senegal,2012,People,4,Whitney Houston,Whitney Houston
Senegal,2012,People,5,Tamsir Jupiter Ndiaye,Tamsir Jupiter Ndiaye
Senegal,2012,Searches,1,Dakaractu,Dakaractu
Senegal,2012,Searches,2,Euro 2012,Euro 2012
Senegal,2012,Searches,3,123dakar,123dakar
Senegal,2012,Searches,4,McDonalds,McDonalds
Senegal,2012,Searches,5,CAN 2012,CAN 2012
Singapore,2012,Gadgets,1,iPad Mini,iPad Mini
Singapore,2012,Gadgets,2,Galaxy S3,Galaxy S3
Singapore,2012,Gadgets,3,Galaxy Note 2,Galaxy Note 2
Singapore,2012,Gadgets,4,Galaxy S2,Galaxy S2
Singapore,2012,Gadgets,5,HTC One X,HTC One X
Singapore,2012,How to...,1,How to rock,How to rock
Singapore,2012,How to...,2,How to DJ,How to DJ
Singapore,2012,How to...,3,How to skateboard,How to skateboard
Singapore,2012,How to...,4,How to rap,How to rap
Singapore,2012,How to...,5,How to harmonize,How to harmonize
Singapore,2012,Image Searches,1,MRT Map,MRT Map
Singapore,2012,Image Searches,2,Justin Bieber,Justin Bieber
Singapore,2012,Image Searches,3,Kate Middleton,Kate Middleton
Singapore,2012,Image Searches,4,Trollface,Trollface
Singapore,2012,Image Searches,5,Liam Payne,Liam Payne
Singapore,2012,People,1,Jeremy Lin,Jeremy Lin
Singapore,2012,People,2,Lee Kuan Yew,Lee Kuan Yew
Singapore,2012,People,3,Whitney Houston,Whitney Houston
Singapore,2012,People,4,Kate Middleton,Kate Middleton
Singapore,2012,People,5,Amy Cheong,Amy Cheong
Singapore,2012,Searches,1,Olympics 2012,Olympics 2012
Singapore,2012,Searches,2,Gangnam Style,Gangnam Style
Singapore,2012,Searches,3,SOPA,SOPA
Singapore,2012,Searches,4,Legoland Malaysia,Legoland Malaysia
Singapore,2012,Searches,5,Zerg Rush,Zerg Rush
Singapore,2012,Songs,1,Gangnam Style,Gangnam Style
Singapore,2012,Songs,2,Payphone,Payphone
Singapore,2012,Songs,3,Titanium,Titanium
Singapore,2012,Songs,4,Super Bass,Super Bass
Singapore,2012,Songs,5,Drive By,Drive By
Singapore,2012,What is...?,1,What is SOPA,What is SOPA
Singapore,2012,What is...?,2,What is Scientology,What is Scientology
Singapore,2012,What is...?,3,What is LTE,What is LTE
Singapore,2012,What is...?,4,What is YOLO,What is YOLO
Singapore,2012,What is...?,5,What is Gangnam,What is Gangnam
Slovakia,2012,Local Celebrities,1,Majk Spirit,Mike Spirit
Slovakia,2012,Local Celebrities,2,Peter Sagan,Peter Sagan
Slovakia,2012,Local Celebrities,3,Ego,Ego
Slovakia,2012,Local Celebrities,4,Celeste Buckingham,Celeste Buckingham
Slovakia,2012,Local Celebrities,5,Peter Konček,Peter Konček
Slovakia,2012,People,1,Whitney Houston,Whitney Houston
Slovakia,2012,People,2,Felix Baumgartner,Felix Baumgartner
Slovakia,2012,People,3,Michael Clarke Duncan,Michael Clarke Duncan
Slovakia,2012,People,4,James Blunt,James Blunt
Slovakia,2012,People,5,Macaulay Culkin,Macaulay Culkin
Slovakia,2012,Searches,1,Hotel Paradise,Hotel Paradise
Slovakia,2012,Searches,2,Farma,Pharma
Slovakia,2012,Searches,3,Modrykonik,Modrykonik
Slovakia,2012,Searches,4,Voľby 2012,2012 election
Slovakia,2012,Searches,5,Telekom,Telekom
South Africa,2012,Athletes,1,Caster Semenya,Caster Semenya
South Africa,2012,Athletes,2,Chad le Clos,Chad le Clos
South Africa,2012,Athletes,3,Usain Bolt,Usain Bolt
South Africa,2012,Athletes,4,Lance Armstrong,Lance Armstrong
South Africa,2012,Athletes,5,Felix Baumgartner,Felix Baumgartner
South Africa,2012,Events,1,Hurricane sandy,Hurricane sandy
South Africa,2012,Events,2,Euro 2012,Euro 2012
South Africa,2012,Events,3,Olympics 2012,Olympics 2012
South Africa,2012,Events,4,Velvet Sky,Velvet Sky
South Africa,2012,Events,5,Whitney Houston funeral,Whitney Houston funeral
South Africa,2012,Gadgets & Phones,1,iPad 3,iPad 3
South Africa,2012,Gadgets & Phones,2,Samsung Galaxy s3,Samsung Galaxy s3
South Africa,2012,Gadgets & Phones,3,Samsung Galaxy s2,Samsung Galaxy s2
South Africa,2012,Gadgets & Phones,4,iPad Mini,iPad Mini
South Africa,2012,Gadgets & Phones,5,Nokia n9,Nokia n9
South Africa,2012,How to...,1,How to kiss,How to kiss
South Africa,2012,How to...,2,How to draw,How to draw
South Africa,2012,How to...,3,How to love,How to love
South Africa,2012,How to...,4,How to study,How to study
South Africa,2012,How to...,5,How to meditate,How to meditate
South Africa,2012,Local Brands,1,OLX,OLX
South Africa,2012,Local Brands,2,FNB online,FNB online
South Africa,2012,Local Brands,3,ABSA Internet,ABSA Internet
South Africa,2012,Local Brands,4,Standard Bank internet,Standard Bank internet
South Africa,2012,Local Brands,5,Gumtree JHB,Gumtree JHB
South Africa,2012,People,1,Whitney Houston,Whitney Houston
South Africa,2012,People,2,Caster Semenya,Caster Semenya
South Africa,2012,People,3,Khanyi Mbau,Khanyi Mbau
South Africa,2012,People,4,Chad le Clos,Chad le Clos
South Africa,2012,People,5,Usain Bolt,Usain Bolt
South Africa,2012,Searches,1,OLX,OLX
South Africa,2012,Searches,2,Whitney Houston,Whitney Houston
South Africa,2012,Searches,3,Hurricane Sandy,Hurricane Sandy
South Africa,2012,Searches,4,Gangnam Style,Gangnam Style
South Africa,2012,Searches,5,Olympics,Olympics
South Africa,2012,Sports Events,1,Olympics 2012,Olympics 2012
South Africa,2012,Sports Events,2,Euro 2012,Euro 2012
South Africa,2012,Sports Events,3,Paralymics 2012,Paralymics 2012
South Africa,2012,Sports Events,4,Wimbledon 2012,Wimbledon 2012
South Africa,2012,Sports Events,5,Cricket live scores,Cricket live scores
South Africa,2012,TV Series,1,American Idol 2012,American Idol 2012
South Africa,2012,TV Series,2,Terra Nova,Newfoundland
South Africa,2012,TV Series,3,Revenge,Revenge
South Africa,2012,TV Series,4,Alcatraz,Alcatraz
South Africa,2012,TV Series,5,X factor,X factor
South Africa,2012,Vehicles,1,Toyota 86,Toyota 86
South Africa,2012,Vehicles,2,Toyota Etios,Toyota Etios
South Africa,2012,Vehicles,3,Kia Rio,Let's go to Rio
South Africa,2012,Vehicles,4,Kia Optima,Kia Optima
South Africa,2012,Vehicles,5,Nissan Juke,Nissan Juke
South Africa,2012,What is...?,1,What is love,What is love
South Africa,2012,What is...?,2,What is poverty,What is poverty
South Africa,2012,What is...?,3,What is illuminati,What is illuminati
South Africa,2012,What is...?,4,What is cancer,What is cancer
South Africa,2012,What is...?,5,What is HIV,What is HIV
South Africa,2012,What is...? (Health Focus),1,What is cancer,What is cancer
South Africa,2012,What is...? (Health Focus),2,What is HIV,What is HIV
South Africa,2012,What is...? (Health Focus),3,What is stress,What is stress
South Africa,2012,What is...? (Health Focus),4,What is AIDS,What is AIDS
South Africa,2012,What is...? (Health Focus),5,What is TB,What is TB
South Africa,2012,What is...? (Technology),1,What is ICT,What is ICT
South Africa,2012,What is...? (Technology),2,What is android,What is android
South Africa,2012,What is...? (Technology),3,What is internet,What is internet
South Africa,2012,What is...? (Technology),4,What is facebook,What is facebook
South Africa,2012,What is...? (Technology),5,What is instagram,What is instagram
South Korea,2012,Athletes,1,무암바,Muamba
South Korea,2012,Athletes,2,베르나르도,Bernardo
South Korea,2012,Athletes,3,네이마르,neymar
South Korea,2012,Athletes,4,이규환,Gyu-hwan Lee
South Korea,2012,Athletes,5,제레미 린,jeremy lin
South Korea,2012,Electronic Devices,1,갤럭시 노트,galaxy note
South Korea,2012,Electronic Devices,2,갤럭시 S3,Galaxy S3
South Korea,2012,Electronic Devices,3,갤럭시 빔,galaxy beam
South Korea,2012,Electronic Devices,4,갤럭시 M Style,Galaxy M Style
South Korea,2012,Electronic Devices,5,옵티머스 뷰,Optimus View
South Korea,2012,Games,1,디아블로 3,Diablo 3
South Korea,2012,Games,2,리그 오브 레전드,league of legends
South Korea,2012,Games,3,애니팡,Anipang
South Korea,2012,Games,4,서든 어택,Sudden Attack
South Korea,2012,Games,5,신선도,freshness
South Korea,2012,Image Searches,1,아이유,IU
South Korea,2012,Image Searches,2,B1A4 신우,B1A4 CNU
South Korea,2012,Image Searches,3,B1A4 산들,B1A4 Sandeul
South Korea,2012,Image Searches,4,B1A4 공찬,B1A4 Gongchan
South Korea,2012,Image Searches,5,B1A4 진영,B1A4 Jinyoung
South Korea,2012,Movies,1,후궁,concubine
South Korea,2012,Movies,2,부러진 화살,broken arrow
South Korea,2012,Movies,3,건축학 개론,Introduction to Architecture
South Korea,2012,Movies,4,은교,Eungyo
South Korea,2012,Movies,5,연가시,Yeongasi
South Korea,2012,Searches,1,강남스타일,gangnam style
South Korea,2012,Searches,2,해를 품은 달,moon embracing the sun
South Korea,2012,Searches,3,패션왕,fashion king
South Korea,2012,Searches,4,드림하이 2,Dream High 2
South Korea,2012,Searches,5,디아블로 3,Diablo 3
South Korea,2012,Songs,1,싸이 강남스타일,Psy Gangnam Style
South Korea,2012,Songs,2,빅뱅 블루,big bang blue
South Korea,2012,Songs,3,비스트 이럴 줄 알았어,BEAST I knew it would be like this
South Korea,2012,Songs,4,티아라 러비더비,Tiara Lovey Derby
South Korea,2012,Songs,5,현아 트러블 메이커,Hyuna trouble maker
South Korea,2012,TV Shows,1,해를 품은 달,moon embracing the sun
South Korea,2012,TV Shows,2,패션왕,fashion king
South Korea,2012,TV Shows,3,드림하이 2,Dream High 2
South Korea,2012,TV Shows,4,신사의 품격,gentleman's dignity
South Korea,2012,TV Shows,5,보이스코리아,Voice Korea
Spain,2012,Búsquedas,1,Bankia,the bank
Spain,2012,Búsquedas,2,Mi Tele,Mi Tele
Spain,2012,Búsquedas,3,Prima de Riesgo,Risk Premium
Spain,2012,Búsquedas,4,Gran Hermano 12+1,Big Brother 12+1
Spain,2012,Búsquedas,5,Lo Imposible,Impossible
Spain,2012,Búsquedas de imágenes,1,Pokemon,Pokemon
Spain,2012,Búsquedas de imágenes,2,Flores,Flores
Spain,2012,Búsquedas de imágenes,3,Fondos de pantalla,Wallpapers
Spain,2012,Búsquedas de imágenes,4,Paisajes,Landscapes
Spain,2012,Búsquedas de imágenes,5,Cristiano Ronaldo,Cristiano Ronaldo
Spain,2012,Cómo...,1,Cómo funciona Twitter,How Twitter works
Spain,2012,Cómo...,2,Cómo instalar WhatsApp,How to install WhatsApp
Spain,2012,Cómo...,3,Cómo maquillarse,How to put on makeup
Spain,2012,Cómo...,4,Cómo hacer cupcakes,How to make cupcakes
Spain,2012,Cómo...,5,Cómo ganar dinero,How to make money
Spain,2012,Destinos de viaje,1,Londres,London
Spain,2012,Destinos de viaje,2,París,Paris
Spain,2012,Destinos de viaje,3,México,Mexico
Spain,2012,Destinos de viaje,4,San Francisco,San Francisco
Spain,2012,Destinos de viaje,5,Barcelona,Barcelona
Spain,2012,Gente,1,Whitney Houston,Whitney Houston
Spain,2012,Gente,2,Paula echevarria,Paula Echevarria
Spain,2012,Gente,3,Adele,Adele
Spain,2012,Gente,4,Michel Teló,Michel Telo
Spain,2012,Gente,5,Esperanza Aguirre,Esperanza Aguirre
Spain,2012,Songs,1,Yo te Esperaré,I will wait for you
Spain,2012,Songs,2,Ai si eu te Pego,Oh if I catch you
Spain,2012,Songs,3,Someone Like You,Someone Like You
Spain,2012,Songs,4,Perdóname,Forgive me
Spain,2012,Songs,5,Gangnam Style,Gangnam Style
Spain,2012,¿Qué es...?,1,Qué es Instagram,What is Instagram
Spain,2012,¿Qué es...?,2,Qué es Pinterest,What is Pinterest
Spain,2012,¿Qué es...?,3,Qué es Twitter,What is Twitter
Spain,2012,¿Qué es...?,4,Qué es Linkedin,What is Linkedin
Spain,2012,¿Qué es...?,5,Qué es Android,What is Android
Sweden,2012,Artists,1,Loreen,of flowers
Sweden,2012,Artists,2,Whitney Houston,Whitney Houston
Sweden,2012,Artists,3,Olle Ljungström,Olle Ljungström
Sweden,2012,Artists,4,Avicii,Avicii
Sweden,2012,Artists,5,Maja Ivarsson,Maja Ivarsson
Sweden,2012,Athletes,1,Anton Hysen,Anton Hysen
Sweden,2012,Athletes,2,Mario Balotelli,Mario Balotelli
Sweden,2012,Athletes,3,Anja Pärsson,Anja Pärsson
Sweden,2012,Athletes,4,Mario Gomez,Mario Gomez
Sweden,2012,Athletes,5,John Guidetti,John Guidetti
Sweden,2012,Food & Drinks,1,Cupcakes,Cupcakes
Sweden,2012,Food & Drinks,2,Muffins,Muffins
Sweden,2012,Food & Drinks,3,Äppelpaj,Apple pie
Sweden,2012,Food & Drinks,4,Västerbottenpaj,Västerbotten pie
Sweden,2012,Food & Drinks,5,Tacopaj,Tacopaj
Sweden,2012,How to...,1,Hur mycket bilskatt,How much car tax
Sweden,2012,How to...,2,Hur ... på engelska,How ... in English
Sweden,2012,How to...,3,Hur fungerar instagram,How does instagram work
Sweden,2012,How to...,4,Hur länge i belastningsregistret,How long in the debit register
Sweden,2012,How to...,5,Hur tvättar man,How to wash
Sweden,2012,People,1,Hanna Widerstedt,Hanna Widerstedt
Sweden,2012,People,2,Loreen,of flowers
Sweden,2012,People,3,Carolina Gynning,Carolina Gynning
Sweden,2012,People,4,Whitney Houston,Whitney Houston
Sweden,2012,People,5,Laila Bagge,Laila Bagge
Sweden,2012,Searches,1,Hanna Widerstedt,Hanna Widerstedt
Sweden,2012,Searches,2,Netflix,Netflix
Sweden,2012,Searches,3,Swefilmer,Swedish films
Sweden,2012,Searches,4,Diablo 3,Diablo 3
Sweden,2012,Searches,5,Loreen,of flowers
Sweden,2012,Songs,1,Gangnam Style,Gangnam Style
Sweden,2012,Songs,2,Euphoria,Euphoria
Sweden,2012,Songs,3,Boy's Don't Cry,Boy's Don't Cry
Sweden,2012,Songs,4,Boys Boys Boys,Boys Boys Boys
Sweden,2012,Songs,5,SHow me heaven,SHow me heaven
Sweden,2012,TV Shows,1,Big Brother 2012,Big Brother 2012
Sweden,2012,TV Shows,2,Let's Dance,Let's Dance
Sweden,2012,TV Shows,3,Dallas,dallas
Sweden,2012,TV Shows,4,Alcatraz,Alcatraz
Sweden,2012,TV Shows,5,Gladiatorerna,The gladiators
Sweden,2012,What is...?,1,Vad är acta,What is acta
Sweden,2012,What is...?,2,Vad är turf,What is turf
Sweden,2012,What is...?,3,Vad är sanning,What is truth
Sweden,2012,What is...?,4,Vad är Instagram,What is Instagram
Sweden,2012,What is...?,5,Vad är zest,What is zest
Switzerland,2012,Local Events,1,Greenfield,Greenfield
Switzerland,2012,Local Events,2,Paleo Festival,Paleo Festival
Switzerland,2012,Local Events,3,Gurtenfestival,Belt Festival
Switzerland,2012,Local Events,4,Openair Frauenfeld,Openair Frauenfeld
Switzerland,2012,Local Events,5,Zirkus Knie,Circus knees
Switzerland,2012,People,1,Felix Baumgartner,Felix Baumgartner
Switzerland,2012,People,2,Whitney Houston,Whitney Houston
Switzerland,2012,People,3,Micaela Schaefer,Micaela Schaefer
Switzerland,2012,People,4,Dirk Bach,Dirk Bach
Switzerland,2012,People,5,Kate Middleton,Kate Middleton
Switzerland,2012,Searches,1,Zalando,Zalando
Switzerland,2012,Searches,2,RTS,RTS
Switzerland,2012,Searches,3,Coop,Coop
Switzerland,2012,Searches,4,SBB Online Fahrplan,SBB Online Fahrplan
Switzerland,2012,Searches,5,Costa Concordia,Costa Concordia
Switzerland,2012,Swiss Celebs,1,Luca Hänni,Luca Hänni
Switzerland,2012,Swiss Celebs,2,Philipp Hildebrand,Philipp Hildebrand
Switzerland,2012,Swiss Celebs,3,Bastian Baker,Bastian Baker
Switzerland,2012,Swiss Celebs,4,Kurt Felix,Kurt Felix
Switzerland,2012,Swiss Celebs,5,Kashya Hildebrand,Kashya Hildebrand
Taiwan,2012,Movies,1,熊麻吉,Xiong Maji
Taiwan,2012,Movies,2,復仇者聯盟,復仇者聯盟
Taiwan,2012,Movies,3,陣頭,陣頭
Taiwan,2012,Movies,4,超級戰艦,超級戰艦
Taiwan,2012,Movies,5,黑暗騎士,黑暗騎士
Taiwan,2012,People,1,李宗瑞,Li Zongrui
Taiwan,2012,People,2,林書豪,林書豪
Taiwan,2012,People,3,吳亞馨,吳亞馨
Taiwan,2012,People,4,Makiyo,Makoto
Taiwan,2012,People,5,台北暗殺星,台北暗殺星
Taiwan,2012,Searches,1,李宗瑞,Li Zongrui
Taiwan,2012,Searches,2,林書豪,林書豪
Taiwan,2012,Searches,3,吳亞馨,吳亞馨
Taiwan,2012,Searches,4,威力彩,power color
Taiwan,2012,Searches,5,淡定紅茶,淡定紅茶
Thailand,2012,Food & Drinks,1,อาหารอาเซียน,ASEAN food
Thailand,2012,Food & Drinks,2,อาหารสิงคโปร์,Singapore food
Thailand,2012,Food & Drinks,3,อาหารอินโดนีเซีย,Indonesian food
Thailand,2012,Food & Drinks,4,อาหารมาเลเซีย,Malaysian food
Thailand,2012,Food & Drinks,5,อาหารญี่ปุ่น,Japanese food
Thailand,2012,Gadgets\\Tech,1,Simsimi,whisper
Thailand,2012,Gadgets\\Tech,2,Instragram,Instagram
Thailand,2012,Gadgets\\Tech,3,iPhone 4s,iPhone 4s
Thailand,2012,Gadgets\\Tech,4,Line,Line
Thailand,2012,Gadgets\\Tech,5,Facebook,Facebook
Thailand,2012,People,1,ครูอังคณา,Teacher Angkhana
Thailand,2012,People,2,งานแต่งวุ้นเส้น,Glass noodle decoration
Thailand,2012,People,3,ญาญ่า,Yaya
Thailand,2012,People,4,ณเดช,Nadech
Thailand,2012,People,5,ทับทิม,pomegranate
Thailand,2012,Searches,1,4Shared,4Shared
Thailand,2012,Searches,2,แรงเงา,Shadow power
Thailand,2012,Searches,3,Simsimi,whisper
Thailand,2012,Searches,4,Gangnam Style,Gangnam Style
Thailand,2012,Searches,5,วินาทีเดียวเท่านั้น,Only one second
Thailand,2012,Songs,1,Gangnam Style,Gangnam Style
Thailand,2012,Songs,2,วินาทีเดียวเท่านั้น,Only one second
Thailand,2012,Songs,3,ร่มสีเทา,gray umbrella
Thailand,2012,Songs,4,จบมั้ย,Is it over?
Thailand,2012,Songs,5,เพลงลูกอม,candy song
Turkey,2012,Searches,1,Facebook,Facebook
Turkey,2012,Searches,2,YouTube,YouTube
Turkey,2012,Searches,3,e-Okul,e-School
Turkey,2012,Searches,4,Ösym,Ösym
Turkey,2012,Searches,5,Ekşi Sözlük,Ekşi Sözlük
Turkey,2012,Travel Destinations,1,Antalya,Antalya
Turkey,2012,Travel Destinations,2,Bodrum,Bodrum
Turkey,2012,Travel Destinations,3,Alanya,Alanya
Turkey,2012,Travel Destinations,4,Dubai,Dubai
Turkey,2012,Travel Destinations,5,Kıbrıs,Cyprus
Uganda,2012,Events,1,Euro 2012,Euro 2012
Uganda,2012,Events,2,Olympics,Olympics
Uganda,2012,Events,3,Ebola,Ebola
Uganda,2012,Events,4,KONY 2012,KONY 2012
Uganda,2012,Events,5,Iran,Iran
Uganda,2012,Gadgets & Phones,1,Samsung Galaxy s3,Samsung Galaxy s3
Uganda,2012,Gadgets & Phones,2,iPad 3,iPad 3
Uganda,2012,Gadgets & Phones,3,iPhone 4s,iPhone 4s
Uganda,2012,Gadgets & Phones,4,iPad Mini,iPad Mini
Uganda,2012,Gadgets & Phones,5,Nokia Asha 303,Nokia Asha 303
Uganda,2012,People,1,Whitney Houston,Whitney Houston
Uganda,2012,People,2,Van Persie,Van Persie
Uganda,2012,People,3,Obama,Obama
Uganda,2012,People,4,Ronaldinho,Ronaldinho
Uganda,2012,People,5,Usain Bolt,Usain Bolt
Uganda,2012,Searches,1,Waptrick,Waptrick
Uganda,2012,Searches,2,Xscore,Xscore
Uganda,2012,Searches,3,Euro 2012,Euro 2012
Uganda,2012,Searches,4,Whitney Houston,Whitney Houston
Uganda,2012,Searches,5,Wapdam,Wapdam
Uganda,2012,What is...?,1,What is love,What is love
